arrival,departure,time
Sta146,Sta94,3480
Sta112,Sta147,1200
Sta132,Sta36,3180
Sta42,Sta95,1980
Sta151,Sta64,1980
Sta46,Sta49,3600
Sta20,Sta159,1740
Sta134,Sta152,3000
Sta2,Sta157,1080
Sta73,Sta130,2520
Sta54,Sta124,3060
Sta119,Sta31,3960
Sta46,Sta123,1620
Sta108,Sta119,2700
Sta87,Sta131,2460
Sta54,Sta59,1860
Sta14,Sta42,4620
Sta160,Sta119,5820
Sta61,Sta160,6180
Sta54,Sta168,1380
Sta38,Sta51,6900
Sta127,Sta157,1800
Sta88,Sta82,2280
Sta142,Sta124,4800
Sta48,Sta30,2100
Sta64,Sta79,1500
Sta110,Sta94,5160
Sta133,Sta12,1020
Sta69,Sta148,3240
Sta93,Sta99,3720
Sta145,Sta11,2640
Sta13,Sta59,2220
Sta19,Sta135,1260
Sta76,Sta114,1800
Sta38,Sta21,4200
Sta76,Sta75,5580
Sta144,Sta76,2460
Sta22,Sta14,1800
Sta56,Sta10,1320
Sta131,Sta68,2580
Sta70,Sta15,1500
Sta136,Sta96,2340
Sta103,Sta75,1920
Sta138,Sta49,1800
Sta89,Sta71,2940
Sta153,Sta49,7080
Sta77,Sta140,1140
Sta10,Sta132,1080
Sta156,Sta49,5520
Sta81,Sta22,2220
Sta59,Sta39,1200
Sta17,Sta143,4440
Sta138,Sta26,2400
Sta158,Sta137,2340
Sta33,Sta5,1800
Sta62,Sta108,1800
Sta144,Sta85,2340
Sta73,Sta84,2700
Sta73,Sta146,2400
Sta133,Sta64,2460
Sta46,Sta91,1380
Sta77,Sta41,3540
Sta145,Sta75,1560
Sta49,Sta119,4860
Sta8,Sta71,6840
Sta57,Sta41,11700
Sta139,Sta143,1320
Sta12,Sta35,4680
Sta163,Sta95,2700
Sta46,Sta74,1800
Sta31,Sta19,1440
Sta81,Sta44,3420
Sta145,Sta22,3960
Sta86,Sta131,1080
Sta92,Sta138,1080
Sta163,Sta63,1140
Sta92,Sta114,1140
Sta90,Sta108,2520
Sta18,Sta30,1260
Sta114,Sta41,1500
Sta35,Sta90,2460
Sta101,Sta5,1800
Sta162,Sta24,3300
Sta8,Sta63,3660
Sta157,Sta77,2400
Sta31,Sta122,1800
Sta139,Sta138,3240
Sta159,Sta143,3000
Sta111,Sta40,1680
Sta63,Sta96,2280
Sta16,Sta17,1020
Sta77,Sta21,4200
Sta42,Sta39,1800
Sta25,Sta161,2160
Sta46,Sta81,1800
Sta41,Sta15,1200
Sta55,Sta124,2100
Sta72,Sta114,1020
Sta106,Sta49,1140
Sta52,Sta114,3240
Sta25,Sta6,4380
Sta94,Sta82,1800
Sta137,Sta62,2340
Sta117,Sta60,3720
Sta66,Sta82,4560
Sta159,Sta114,1620
Sta161,Sta108,2040
Sta127,Sta61,1800
Sta157,Sta131,1200
Sta56,Sta96,1140
Sta48,Sta15,2760
Sta93,Sta110,3240
Sta125,Sta122,4680
Sta156,Sta151,2340
Sta50,Sta148,2940
Sta76,Sta85,3840
Sta85,Sta92,2040
Sta143,Sta99,6000
Sta95,Sta45,3240
Sta75,Sta164,1020
Sta111,Sta82,1260
Sta152,Sta29,2640
Sta58,Sta59,1020
Sta112,Sta100,1800
Sta139,Sta130,4320
Sta38,Sta23,2220
Sta141,Sta130,2400
Sta161,Sta9,1800
Sta26,Sta8,2640
Sta38,Sta157,2280
Sta93,Sta144,1680
Sta166,Sta136,3480
Sta61,Sta42,5100
Sta88,Sta23,2340
Sta151,Sta114,2580
Sta168,Sta3,1380
Sta160,Sta12,5280
Sta16,Sta100,1920
Sta37,Sta28,1800
Sta79,Sta82,2760
Sta53,Sta128,3120
Sta79,Sta146,2340
Sta85,Sta35,2100
Sta57,Sta88,5280
Sta12,Sta153,5820
Sta63,Sta59,1980
Sta27,Sta54,2760
Sta130,Sta60,2220
Sta18,Sta1,1080
Sta37,Sta148,3900
Sta27,Sta21,2760
Sta70,Sta111,1260
Sta145,Sta129,2700
Sta17,Sta4,1740
Sta26,Sta5,1980
Sta149,Sta127,3000
Sta77,Sta120,3540
Sta141,Sta160,2460
Sta5,Sta96,2280
Sta66,Sta97,3540
Sta45,Sta55,1500
Sta49,Sta48,3540
Sta80,Sta109,5040
Sta17,Sta22,2760
Sta156,Sta14,3480
Sta95,Sta155,1800
Sta122,Sta39,2700
Sta119,Sta138,1080
Sta33,Sta118,3660
Sta142,Sta64,3360
Sta154,Sta149,1800
Sta65,Sta156,5640
Sta80,Sta98,1800
Sta147,Sta68,4620
Sta31,Sta138,2940
Sta168,Sta25,1500
Sta15,Sta11,3720
Sta88,Sta130,3540
Sta130,Sta154,2580
Sta137,Sta92,2580
Sta72,Sta85,1200
Sta113,Sta5,1740
Sta48,Sta100,10380
Sta121,Sta17,3900
Sta69,Sta139,4320
Sta8,Sta94,1020
Sta92,Sta157,1740
Sta157,Sta30,1800
Sta109,Sta147,1020
Sta95,Sta14,2640
Sta54,Sta1,2040
Sta1,Sta61,2460
Sta20,Sta45,1620
Sta130,Sta137,3060
Sta66,Sta74,4320
Sta92,Sta28,4560
Sta64,Sta44,3720
Sta65,Sta28,7620
Sta75,Sta88,1320
Sta10,Sta96,1800
Sta147,Sta47,3240
Sta50,Sta147,4800
Sta71,Sta139,1020
Sta143,Sta49,5700
Sta99,Sta52,5700
Sta50,Sta146,3360
Sta87,Sta73,4560
Sta109,Sta67,1800
Sta78,Sta31,2040
Sta78,Sta159,1020
Sta14,Sta85,3300
Sta94,Sta42,1140
Sta46,Sta14,2340
Sta59,Sta81,3300
Sta130,Sta11,7680
Sta98,Sta151,1500
Sta131,Sta64,2220
Sta159,Sta61,2700
Sta111,Sta160,2040
Sta47,Sta54,1980
Sta83,Sta90,2940
Sta98,Sta133,1320
Sta155,Sta132,4980
Sta130,Sta65,4500
Sta5,Sta150,1140
Sta103,Sta66,4920
Sta98,Sta32,1560
Sta66,Sta88,5220
Sta63,Sta38,1800
Sta95,Sta133,2100
Sta40,Sta58,2580
Sta101,Sta118,1260
Sta70,Sta17,1020
Sta69,Sta3,2100
Sta126,Sta106,2460
Sta27,Sta120,2940
Sta25,Sta43,3720
Sta2,Sta15,1620
Sta84,Sta61,3600
Sta61,Sta161,1020
Sta106,Sta159,1680
Sta28,Sta117,5700
Sta115,Sta4,1800
Sta135,Sta91,1800
Sta83,Sta159,1800
Sta118,Sta14,3120
Sta50,Sta76,2400
Sta35,Sta83,3960
Sta33,Sta160,1200
Sta46,Sta37,1860
Sta131,Sta129,1440
Sta129,Sta71,2700
Sta57,Sta49,4440
Sta35,Sta25,4080
Sta39,Sta25,2040
Sta93,Sta159,1740
Sta45,Sta160,1200
Sta162,Sta62,1620
Sta37,Sta157,1800
Sta57,Sta52,1080
Sta118,Sta68,2580
Sta36,Sta20,1500
Sta62,Sta38,1020
Sta61,Sta59,4920
Sta56,Sta143,3720
Sta13,Sta140,1020
Sta31,Sta40,1380
Sta99,Sta159,3840
Sta148,Sta85,3060
Sta114,Sta1,1140
Sta72,Sta105,4380
Sta56,Sta163,1620
Sta15,Sta101,1500
Sta104,Sta12,4980
Sta158,Sta140,3540
Sta109,Sta156,5700
Sta67,Sta150,1500
Sta113,Sta110,3840
Sta69,Sta47,2280
Sta121,Sta120,5280
Sta112,Sta123,1800
Sta13,Sta126,1440
Sta31,Sta36,2160
Sta151,Sta71,1020
Sta98,Sta13,1860
Sta58,Sta108,4440
Sta61,Sta92,2220
Sta23,Sta109,3180
Sta22,Sta91,1020
Sta37,Sta151,3600
Sta48,Sta65,3900
Sta85,Sta25,2040
Sta35,Sta105,5820
Sta149,Sta69,5400
Sta66,Sta123,2760
Sta61,Sta35,5340
Sta59,Sta17,1080
Sta51,Sta61,1020
Sta114,Sta94,2040
Sta84,Sta5,1980
Sta148,Sta138,1440
Sta32,Sta153,5040
Sta138,Sta83,1440
Sta143,Sta39,3840
Sta143,Sta150,4860
Sta140,Sta47,2700
Sta153,Sta147,1560
Sta127,Sta44,3180
Sta48,Sta67,1980
Sta112,Sta34,1800
Sta64,Sta161,2700
Sta83,Sta121,1800
Sta37,Sta101,1320
Sta2,Sta16,3060
Sta21,Sta44,3540
Sta158,Sta153,1620
Sta137,Sta22,1800
Sta32,Sta158,2880
Sta117,Sta146,3120
Sta41,Sta78,1320
Sta36,Sta53,3360
Sta93,Sta26,1320
Sta22,Sta97,2700
Sta55,Sta18,2040
Sta55,Sta143,4140
Sta100,Sta128,3840
Sta73,Sta25,2160
Sta79,Sta71,2100
Sta102,Sta114,3360
Sta90,Sta145,2040
Sta93,Sta54,1740
Sta95,Sta98,1500
Sta60,Sta72,1680
Sta104,Sta70,6120
Sta25,Sta167,2220
Sta63,Sta19,2280
Sta15,Sta56,1020
Sta18,Sta40,1320
Sta54,Sta8,3000
Sta96,Sta161,4380
Sta135,Sta144,1680
Sta77,Sta28,1320
Sta103,Sta55,2820
Sta144,Sta78,1020
Sta22,Sta135,1800
Sta114,Sta26,1260
Sta151,Sta45,5280
Sta141,Sta145,2040
Sta103,Sta40,1800
Sta138,Sta3,1260
Sta118,Sta113,1500
Sta125,Sta27,5700
Sta133,Sta122,3840
Sta41,Sta113,2280
Sta134,Sta128,4380
Sta88,Sta60,4020
Sta145,Sta89,2760
Sta158,Sta1,2460
Sta125,Sta146,1800
Sta91,Sta100,2400
Sta35,Sta55,3420
Sta1,Sta34,2100
Sta145,Sta158,2160
Sta121,Sta99,5520
Sta70,Sta101,1320
Sta15,Sta127,1740
Sta124,Sta8,3480
Sta82,Sta67,2820
Sta85,Sta138,2940
Sta81,Sta128,2940
Sta59,Sta129,2520
Sta148,Sta135,2580
Sta89,Sta152,2700
Sta71,Sta74,4200
Sta89,Sta148,4020
Sta160,Sta86,2880
Sta119,Sta46,2700
Sta53,Sta162,1440
Sta62,Sta26,1620
Sta132,Sta26,1320
Sta29,Sta4,2160
Sta152,Sta17,1920
Sta120,Sta75,4080
Sta155,Sta125,1800
Sta138,Sta7,4860
Sta167,Sta50,3420
Sta83,Sta160,4620
Sta143,Sta28,6540
Sta42,Sta146,3600
Sta163,Sta104,4260
Sta56,Sta72,1200
Sta87,Sta38,3000
Sta108,Sta145,3420
Sta41,Sta70,2580
Sta15,Sta159,1500
Sta47,Sta12,1800
Sta94,Sta40,2820
Sta83,Sta85,2760
Sta141,Sta66,3600
Sta11,Sta137,4860
Sta41,Sta102,4920
Sta40,Sta144,1020
Sta159,Sta132,2520
Sta130,Sta76,3960
Sta105,Sta48,1440
Sta3,Sta17,2040
Sta31,Sta146,2520
Sta2,Sta121,1800
Sta31,Sta167,1380
Sta114,Sta75,2820
Sta97,Sta123,1680
Sta69,Sta160,3480
Sta48,Sta53,1500
Sta44,Sta47,1800
Sta115,Sta79,1020
Sta115,Sta45,2340
Sta69,Sta6,2940
Sta88,Sta68,4800
Sta51,Sta115,3720
Sta60,Sta143,3720
Sta123,Sta65,3060
Sta103,Sta3,2460
Sta85,Sta123,2760
Sta85,Sta108,2640
Sta143,Sta148,3420
Sta33,Sta135,2340
Sta16,Sta22,2640
Sta66,Sta80,3720
Sta19,Sta88,2220
Sta53,Sta103,3360
Sta58,Sta98,3000
Sta154,Sta27,1380
Sta26,Sta124,2820
Sta146,Sta4,1800
Sta152,Sta61,5160
Sta19,Sta158,2640
Sta29,Sta36,2640
Sta111,Sta104,6300
Sta37,Sta143,4560
Sta86,Sta109,3660
Sta85,Sta19,10740
Sta52,Sta104,4560
Sta62,Sta114,1320
Sta157,Sta59,1080
Sta46,Sta60,1860
Sta87,Sta80,4860
Sta21,Sta31,3300
Sta33,Sta40,2820
Sta72,Sta66,2460
Sta8,Sta25,4080
Sta138,Sta124,5100
Sta106,Sta134,4020
Sta49,Sta66,5100
Sta33,Sta64,5520
Sta139,Sta87,5880
Sta159,Sta128,2280
Sta67,Sta92,1020
Sta168,Sta30,1800
Sta102,Sta75,2700
Sta12,Sta32,1500
Sta163,Sta162,1500
Sta157,Sta83,2580
Sta62,Sta41,2760
Sta139,Sta159,2520
Sta22,Sta72,1500
Sta126,Sta24,3120
Sta165,Sta119,5460
Sta90,Sta66,3180
Sta60,Sta114,2340
Sta71,Sta167,4020
Sta13,Sta46,1980
Sta161,Sta47,1860
Sta83,Sta41,1440
Sta155,Sta163,3480
Sta86,Sta161,2280
Sta70,Sta127,2640
Sta37,Sta76,3960
Sta16,Sta117,4080
Sta61,Sta118,3180
Sta117,Sta29,2340
Sta4,Sta6,1560
Sta12,Sta119,1080
Sta58,Sta134,1260
Sta42,Sta102,2460
Sta20,Sta161,2880
Sta29,Sta118,1020
Sta40,Sta19,1680
Sta131,Sta13,1740
Sta152,Sta6,1140
Sta99,Sta72,3480
Sta162,Sta103,1740
Sta60,Sta131,2880
Sta92,Sta26,1740
Sta142,Sta6,1800
Sta42,Sta163,3480
Sta11,Sta82,4140
Sta135,Sta95,1800
Sta11,Sta81,5400
Sta84,Sta108,2460
Sta112,Sta30,4080
Sta115,Sta62,2100
Sta151,Sta109,4680
Sta86,Sta137,1920
Sta85,Sta86,1260
Sta149,Sta106,1020
Sta79,Sta135,1800
Sta152,Sta118,1860
Sta57,Sta139,1020
Sta145,Sta168,1320
Sta78,Sta82,3240
Sta110,Sta155,4200
Sta3,Sta65,3900
Sta15,Sta69,1260
Sta120,Sta99,1800
Sta157,Sta102,3720
Sta146,Sta2,1800
Sta59,Sta56,1320
Sta131,Sta12,2460
Sta111,Sta158,3240
Sta70,Sta124,1920
Sta28,Sta76,5520
Sta32,Sta21,1320
Sta102,Sta119,9660
Sta86,Sta110,2760
Sta74,Sta130,3960
Sta137,Sta103,2640
Sta147,Sta125,1500
Sta110,Sta21,3360
Sta140,Sta135,2040
Sta31,Sta157,1560
Sta154,Sta93,2400
Sta82,Sta3,2580
Sta51,Sta25,4680
Sta75,Sta32,4440
Sta108,Sta77,1800
Sta157,Sta98,1260
Sta157,Sta44,1800
Sta106,Sta29,2220
Sta132,Sta83,1800
Sta42,Sta47,3300
Sta27,Sta122,3660
Sta86,Sta41,1260
Sta89,Sta24,3240
Sta104,Sta72,4800
Sta91,Sta17,2640
Sta129,Sta119,2580
Sta160,Sta70,2340
Sta56,Sta39,1020
Sta113,Sta33,1800
Sta127,Sta116,1020
Sta4,Sta99,4320
Sta79,Sta41,1380
Sta133,Sta50,1140
Sta79,Sta92,2400
Sta78,Sta124,4560
Sta91,Sta67,1020
Sta61,Sta68,2340
Sta138,Sta8,5160
Sta158,Sta161,3600
Sta78,Sta46,2280
Sta76,Sta150,2400
Sta139,Sta47,1800
Sta13,Sta30,2460
Sta164,Sta151,4740
Sta88,Sta119,5160
Sta64,Sta28,5400
Sta85,Sta15,1260
Sta69,Sta168,1980
Sta6,Sta129,4320
Sta16,Sta110,4740
Sta125,Sta40,3480
Sta160,Sta162,2760
Sta114,Sta42,2160
Sta72,Sta116,1020
Sta37,Sta47,2460
Sta22,Sta117,3540
Sta4,Sta39,1260
Sta86,Sta16,1500
Sta50,Sta71,2280
Sta145,Sta67,3180
Sta72,Sta9,1980
Sta144,Sta109,1800
Sta2,Sta158,1860
Sta160,Sta44,2040
Sta165,Sta37,2460
Sta85,Sta73,3300
Sta140,Sta134,1980
Sta97,Sta114,2640
Sta145,Sta7,1200
Sta43,Sta10,1800
Sta109,Sta8,1380
Sta64,Sta61,3420
Sta157,Sta91,2460
Sta84,Sta68,4380
Sta138,Sta154,1800
Sta142,Sta20,1800
Sta1,Sta95,1500
Sta138,Sta4,3300
Sta119,Sta120,2940
Sta132,Sta81,3300
Sta138,Sta17,2580
Sta137,Sta2,2340
Sta5,Sta145,3120
Sta129,Sta70,2220
Sta161,Sta34,3480
Sta167,Sta161,2820
Sta27,Sta163,1500
Sta101,Sta125,4320
Sta36,Sta46,2940
Sta35,Sta154,4320
Sta155,Sta97,4080
Sta118,Sta59,1620
Sta83,Sta55,2280
Sta114,Sta111,1620
Sta84,Sta46,1140
Sta69,Sta93,1800
Sta106,Sta30,2580
Sta52,Sta118,3180
Sta129,Sta103,2520
Sta35,Sta34,5340
Sta20,Sta102,2160
Sta9,Sta106,2640
Sta35,Sta41,1800
Sta72,Sta143,3300
Sta59,Sta28,3900
Sta94,Sta102,1140
Sta151,Sta65,3900
Sta99,Sta6,3420
Sta142,Sta164,4080
Sta55,Sta98,1560
Sta166,Sta46,3300
Sta56,Sta136,1320
Sta35,Sta144,3300
Sta95,Sta149,1800
Sta144,Sta121,4500
Sta39,Sta26,1140
Sta15,Sta74,3720
Sta142,Sta165,2940
Sta143,Sta54,4320
Sta141,Sta8,2880
Sta70,Sta155,1800
Sta119,Sta92,1740
Sta95,Sta83,2160
Sta107,Sta113,2640
Sta100,Sta71,3480
Sta54,Sta10,1500
Sta85,Sta99,3900
Sta95,Sta12,2640
Sta12,Sta53,2400
Sta48,Sta133,2880
Sta139,Sta155,1020
Sta40,Sta139,3180
Sta143,Sta22,1680
Sta34,Sta168,3720
Sta75,Sta136,3120
Sta9,Sta168,2280
Sta38,Sta58,1440
Sta86,Sta91,1560
Sta163,Sta23,1740
Sta29,Sta68,1800
Sta50,Sta104,5760
Sta111,Sta101,1740
Sta52,Sta67,2400
Sta144,Sta137,1800
Sta117,Sta33,1140
Sta104,Sta106,1620
Sta58,Sta67,3900
Sta122,Sta159,3240
Sta6,Sta109,1500
Sta101,Sta3,1800
Sta1,Sta8,4260
Sta137,Sta42,3060
Sta153,Sta5,4020
Sta70,Sta137,1380
Sta105,Sta9,3360
Sta38,Sta135,1920
Sta42,Sta154,3840
Sta54,Sta49,4680
Sta38,Sta72,2580
Sta168,Sta124,3540
Sta31,Sta45,2520
Sta47,Sta71,1800
Sta161,Sta46,2160
Sta15,Sta124,3420
Sta78,Sta90,2340
Sta84,Sta28,1800
Sta160,Sta140,2160
Sta168,Sta14,3300
Sta127,Sta24,1800
Sta99,Sta7,3180
Sta100,Sta160,2580
Sta156,Sta20,3660
Sta112,Sta162,3540
Sta137,Sta13,1800
Sta4,Sta69,2220
Sta31,Sta61,4020
Sta4,Sta53,3120
Sta15,Sta73,2220
Sta109,Sta168,2220
Sta157,Sta109,2880
Sta142,Sta27,3300
Sta134,Sta105,4680
Sta46,Sta99,1800
Sta155,Sta130,4080
Sta93,Sta78,2040
Sta90,Sta113,1080
Sta90,Sta85,1020
Sta7,Sta83,4800
Sta18,Sta162,1620
Sta99,Sta75,2640
Sta107,Sta66,2760
Sta67,Sta18,1140
Sta99,Sta42,4980
Sta17,Sta42,2460
Sta157,Sta145,1620
Sta100,Sta1,1500
Sta55,Sta42,3240
Sta39,Sta121,3240
Sta154,Sta158,3420
Sta36,Sta155,5820
Sta76,Sta29,2160
Sta27,Sta61,2880
Sta144,Sta4,2460
Sta110,Sta121,6360
Sta117,Sta30,1800
Sta40,Sta153,3120
Sta22,Sta55,2700
Sta139,Sta5,2700
Sta77,Sta30,3360
Sta120,Sta139,4320
Sta87,Sta113,1980
Sta104,Sta21,10740
Sta8,Sta5,3720
Sta49,Sta84,14160
Sta40,Sta75,2640
Sta94,Sta125,1860
Sta121,Sta114,3600
Sta154,Sta29,1320
Sta65,Sta25,4260
Sta68,Sta83,1560
Sta130,Sta50,3600
Sta60,Sta2,1800
Sta56,Sta109,3120
Sta131,Sta112,1800
Sta117,Sta136,3120
Sta151,Sta107,1500
Sta114,Sta27,2400
Sta163,Sta67,1200
Sta25,Sta138,1440
Sta118,Sta72,1080
Sta167,Sta127,2400
Sta27,Sta135,2580
Sta83,Sta158,3060
Sta32,Sta35,4080
Sta30,Sta111,2640
Sta11,Sta88,1860
Sta82,Sta6,1440
Sta137,Sta3,2340
Sta36,Sta78,3720
Sta92,Sta66,1740
Sta74,Sta68,3600
Sta49,Sta23,4860
Sta3,Sta86,1020
Sta35,Sta94,1200
Sta148,Sta56,3000
Sta167,Sta157,1020
Sta159,Sta44,2880
Sta67,Sta117,2880
Sta8,Sta88,1080
Sta18,Sta56,1800
Sta52,Sta143,2160
Sta14,Sta59,3540
Sta35,Sta48,4740
Sta6,Sta118,2820
Sta48,Sta69,2880
Sta100,Sta25,2160
Sta36,Sta38,5460
Sta122,Sta168,2580
Sta125,Sta70,5280
Sta151,Sta44,3840
Sta72,Sta83,2280
Sta52,Sta3,3060
Sta76,Sta72,3660
Sta87,Sta118,1800
Sta90,Sta103,1680
Sta45,Sta127,4560
Sta107,Sta109,4260
Sta139,Sta2,4740
Sta146,Sta140,3180
Sta156,Sta56,3480
Sta93,Sta1,1200
Sta144,Sta33,4320
Sta105,Sta109,6180
Sta13,Sta68,3720
Sta88,Sta53,3540
Sta137,Sta67,2400
Sta163,Sta69,2100
Sta146,Sta93,1020
Sta104,Sta20,4980
Sta120,Sta112,4860
Sta130,Sta42,4020
Sta44,Sta73,3960
Sta128,Sta106,1020
Sta110,Sta48,2400
Sta3,Sta159,1080
Sta121,Sta34,6540
Sta79,Sta153,18540
Sta160,Sta129,3900
Sta75,Sta36,1980
Sta15,Sta123,2040
Sta141,Sta41,2580
Sta55,Sta32,2700
Sta126,Sta7,3240
Sta101,Sta115,1140
Sta9,Sta86,1560
Sta12,Sta100,2700
Sta84,Sta37,1380
Sta120,Sta159,1860
Sta137,Sta99,3300
Sta168,Sta42,2220
Sta15,Sta148,2100
Sta92,Sta168,1980
Sta128,Sta129,2520
Sta115,Sta125,1800
Sta93,Sta49,4440
Sta27,Sta64,1680
Sta162,Sta145,1980
Sta167,Sta49,4440
Sta144,Sta154,1260
Sta120,Sta158,12300
Sta80,Sta134,3600
Sta150,Sta3,2460
Sta74,Sta147,5520
Sta109,Sta22,4260
Sta47,Sta16,2400
Sta88,Sta38,2820
Sta11,Sta83,5460
Sta155,Sta167,4380
Sta143,Sta42,5460
Sta141,Sta155,1800
Sta86,Sta19,1800
Sta27,Sta56,2520
Sta79,Sta88,3420
Sta118,Sta7,3240
Sta101,Sta9,3420
Sta160,Sta72,2880
Sta155,Sta159,3060
Sta160,Sta3,1800
Sta91,Sta93,1140
Sta53,Sta56,1680
Sta31,Sta152,2220
Sta79,Sta49,3180
Sta20,Sta165,1980
Sta155,Sta46,3420
Sta153,Sta81,4800
Sta15,Sta131,1020
Sta124,Sta1,4680
Sta165,Sta32,3240
Sta3,Sta1,1020
Sta23,Sta125,3840
Sta46,Sta76,2760
Sta124,Sta41,4560
Sta144,Sta151,2040
Sta55,Sta43,1680
Sta138,Sta55,1800
Sta50,Sta138,1320
Sta44,Sta22,3300
Sta1,Sta26,2220
Sta86,Sta145,2100
Sta85,Sta141,1380
Sta1,Sta122,3240
Sta66,Sta144,1560
Sta28,Sta151,5460
Sta145,Sta125,1800
Sta41,Sta122,3600
Sta150,Sta123,1320
Sta22,Sta82,3540
Sta44,Sta145,2160
Sta75,Sta23,1980
Sta90,Sta29,1440
Sta131,Sta80,2460
Sta141,Sta28,3900
Sta60,Sta162,2340
Sta154,Sta3,2040
Sta79,Sta52,1620
Sta39,Sta52,2700
Sta86,Sta155,3720
Sta60,Sta5,1920
Sta69,Sta68,3060
Sta37,Sta32,3000
Sta144,Sta148,1920
Sta109,Sta39,2340
Sta143,Sta149,6000
Sta98,Sta21,1440
Sta151,Sta118,2400
Sta88,Sta51,6600
Sta83,Sta139,2460
Sta114,Sta147,2520
Sta86,Sta83,1680
Sta99,Sta102,3300
Sta77,Sta165,3720
Sta77,Sta137,2220
Sta9,Sta37,2820
Sta60,Sta37,4020
Sta89,Sta66,3240
Sta61,Sta80,4200
Sta146,Sta133,2220
Sta16,Sta30,2220
Sta103,Sta67,3000
Sta1,Sta45,3300
Sta9,Sta138,1800
Sta147,Sta127,3600
Sta163,Sta64,1860
Sta39,Sta112,2880
Sta124,Sta160,3960
Sta91,Sta21,1380
Sta54,Sta13,1200
Sta7,Sta102,1020
Sta101,Sta12,3960
Sta115,Sta166,2640
Sta151,Sta55,3120
Sta154,Sta2,4140
Sta35,Sta81,4140
Sta131,Sta22,1860
Sta23,Sta53,1620
Sta138,Sta135,1800
Sta13,Sta125,4500
Sta106,Sta154,1080
Sta72,Sta133,1740
Sta32,Sta16,3060
Sta8,Sta118,2760
Sta39,Sta104,4680
Sta54,Sta112,4200
Sta69,Sta86,1380
Sta2,Sta42,2220
Sta150,Sta1,1140
Sta66,Sta154,2820
Sta167,Sta1,1800
Sta130,Sta92,1080
Sta147,Sta32,3300
Sta29,Sta52,2100
Sta161,Sta156,1080
Sta47,Sta77,3060
Sta17,Sta1,2340
Sta123,Sta45,4020
Sta150,Sta146,2580
Sta98,Sta59,2880
Sta98,Sta139,2280
Sta121,Sta37,4800
Sta117,Sta78,3000
Sta166,Sta90,2640
Sta74,Sta57,3840
Sta144,Sta70,2040
Sta63,Sta161,1980
Sta62,Sta157,1380
Sta29,Sta149,3180
Sta111,Sta17,1380
Sta123,Sta75,3840
Sta32,Sta161,1320
Sta69,Sta61,4080
Sta52,Sta24,1020
Sta47,Sta22,1440
Sta158,Sta12,3900
Sta49,Sta121,7500
Sta124,Sta155,6600
Sta79,Sta147,3060
Sta139,Sta11,1800
Sta143,Sta97,4440
Sta87,Sta74,6120
Sta2,Sta156,4920
Sta92,Sta2,2040
Sta73,Sta29,2580
Sta144,Sta158,2580
Sta36,Sta121,6000
Sta26,Sta25,2100
Sta113,Sta160,2940
Sta162,Sta48,2460
Sta97,Sta156,4200
Sta9,Sta119,2940
Sta94,Sta152,1800
Sta95,Sta82,2460
Sta68,Sta70,3420
Sta113,Sta59,1740
Sta28,Sta19,4440
Sta142,Sta37,2820
Sta160,Sta123,4620
Sta99,Sta155,6420
Sta21,Sta92,1380
Sta157,Sta28,3720
Sta113,Sta26,1140
Sta110,Sta162,3000
Sta55,Sta125,4860
Sta30,Sta83,1260
Sta163,Sta149,3600
Sta49,Sta52,4020
Sta157,Sta147,2280
Sta31,Sta143,4860
Sta69,Sta53,1860
Sta133,Sta54,2760
Sta17,Sta107,1800
Sta56,Sta92,1860
Sta5,Sta7,4080
Sta157,Sta159,1980
Sta73,Sta3,1620
Sta48,Sta23,2820
Sta24,Sta144,1800
Sta2,Sta89,2400
Sta131,Sta31,1680
Sta107,Sta57,2160
Sta29,Sta148,2460
Sta133,Sta71,3240
Sta13,Sta77,1320
Sta129,Sta12,1980
Sta87,Sta69,3660
Sta21,Sta127,1620
Sta120,Sta87,3900
Sta123,Sta124,4680
Sta158,Sta31,1920
Sta161,Sta98,1620
Sta111,Sta42,3300
Sta38,Sta160,3420
Sta133,Sta8,5520
Sta125,Sta81,5220
Sta131,Sta140,2040
Sta149,Sta150,1740
Sta66,Sta70,3480
Sta28,Sta93,4080
Sta17,Sta99,1800
Sta105,Sta115,3480
Sta1,Sta75,3840
Sta57,Sta30,2880
Sta156,Sta131,3480
Sta138,Sta150,2160
Sta31,Sta77,2040
Sta6,Sta112,1980
Sta22,Sta101,2880
Sta162,Sta164,1920
Sta138,Sta13,3120
Sta70,Sta132,1500
Sta158,Sta3,2400
Sta160,Sta27,5040
Sta121,Sta14,5940
Sta34,Sta68,3000
Sta95,Sta51,5040
Sta142,Sta18,2700
Sta61,Sta136,5400
Sta25,Sta28,4500
Sta29,Sta125,3840
Sta36,Sta160,3000
Sta50,Sta78,2700
Sta4,Sta13,1800
Sta75,Sta2,2220
Sta103,Sta99,4680
Sta145,Sta101,2700
Sta131,Sta23,1080
Sta141,Sta59,1740
Sta167,Sta149,4500
Sta114,Sta109,1800
Sta64,Sta29,1560
Sta59,Sta159,2760
Sta7,Sta136,3960
Sta39,Sta151,2700
Sta119,Sta121,6300
Sta110,Sta22,2940
Sta78,Sta168,2520
Sta11,Sta4,3720
Sta59,Sta145,1680
Sta91,Sta138,1020
Sta61,Sta49,1800
Sta45,Sta56,1920
Sta4,Sta92,2340
Sta112,Sta139,6960
Sta111,Sta37,2040
Sta76,Sta120,3720
Sta123,Sta113,2520
Sta133,Sta92,1260
