arrival,Stain,distin,departure,Staout,distout,time
Sta143,3号线,Dist7,Sta127,2号线,Dist2,47
Sta64,1号线,Dist3,Sta120,11号线,Dist6,47
Sta126,3号线,Dist1,Sta58,4号线,Dist8,47
Sta71,2号线,Dist4,Sta64,1号线,Dist3,47
Sta23,11号线,Dist5,Sta160,10号线,Dist5,47
Sta38,4号线,Dist8,Sta118,11号线,Dist5,47
Sta123,2号线,Dist2,Sta111,11号线,Dist5,47
Sta59,4号线,Dist8,Sta67,3号线,Dist6,47
Sta79,2号线,Dist1,Sta44,3号线,Dist5,47
Sta3,11号线,Dist6,Sta88,10号线,Dist5,47
Sta20,11号线,Dist5,Sta42,3号线,Dist5,47
Sta134,10号线,Dist5,Sta36,11号线,Dist10,47
Sta107,1号线,Dist2,Sta105,2号线,Dist4,47
Sta34,1号线,Dist3,Sta9,2号线,Dist1,47
Sta66,3号线,Dist7,Sta76,2号线,Dist4,47
Sta148,12号线,Dist2,Sta168,10号线,Dist5,47
Sta91,12号线,Dist6,Sta69,5号线,Dist5,47
Sta168,10号线,Dist5,Sta83,1号线,Dist2,47
Sta31,12号线,Dist8,Sta120,11号线,Dist6,47
Sta102,10号线,Dist5,Sta121,3号线,Dist5,47
Sta110,1号线,Dist3,Sta15,11号线,Dist8,47
Sta53,2号线,Dist1,Sta25,11号线,Dist6,47
Sta37,5号线,Dist5,Sta108,1号线,Dist1,47
Sta97,1号线,Dist3,Sta39,3号线,Dist5,47
Sta55,11号线,Dist5,Sta27,2号线,Dist2,47
Sta103,10号线,Dist5,Sta130,11号线,Dist6,47
Sta59,4号线,Dist8,Sta122,11号线,Dist10,47
Sta122,11号线,Dist10,Sta160,10号线,Dist5,47
Sta158,3号线,Dist5,Sta136,12号线,Dist3,47
Sta73,12号线,Dist2,Sta115,11号线,Dist5,47
Sta37,5号线,Dist5,Sta103,10号线,Dist5,47
Sta146,11号线,Dist6,Sta97,1号线,Dist3,47
Sta37,5号线,Dist5,Sta75,10号线,Dist5,47
Sta78,2号线,Dist1,Sta119,3号线,Dist7,47
Sta40,3号线,Dist5,Sta166,11号线,Dist10,47
Sta158,3号线,Dist5,Sta70,11号线,Dist5,47
Sta27,2号线,Dist2,Sta46,11号线,Dist8,47
Sta103,10号线,Dist5,Sta55,11号线,Dist5,47
Sta82,11号线,Dist5,Sta67,3号线,Dist6,47
Sta94,10号线,Dist5,Sta40,3号线,Dist5,47
Sta26,12号线,Dist5,Sta124,11号线,Dist10,47
Sta6,10号线,Dist5,Sta118,11号线,Dist5,47
Sta88,10号线,Dist5,Sta38,4号线,Dist8,47
Sta9,2号线,Dist1,Sta37,5号线,Dist5,47
Sta66,3号线,Dist7,Sta154,1号线,Dist3,47
Sta142,3号线,Dist5,Sta37,5号线,Dist5,47
Sta48,2号线,Dist2,Sta23,11号线,Dist5,47
Sta75,10号线,Dist5,Sta124,11号线,Dist10,47
Sta113,3号线,Dist5,Sta81,2号线,Dist2,47
Sta68,2号线,Dist4,Sta106,1号线,Dist3,47
Sta17,12号线,Dist8,Sta161,3号线,Dist7,47
Sta148,12号线,Dist2,Sta1,1号线,Dist1,47
Sta76,2号线,Dist4,Sta131,3号线,Dist5,47
Sta142,3号线,Dist5,Sta8,10号线,Dist5,47
Sta78,2号线,Dist1,Sta44,3号线,Dist5,47
Sta144,3号线,Dist6,Sta62,4号线,Dist8,47
Sta117,3号线,Dist5,Sta54,5号线,Dist5,47
Sta84,4号线,Dist5,Sta107,1号线,Dist2,47
Sta94,10号线,Dist5,Sta26,12号线,Dist5,47
Sta74,1号线,Dist3,Sta18,2号线,Dist1,47
Sta72,12号线,Dist6,Sta109,3号线,Dist5,47
Sta8,10号线,Dist5,Sta69,5号线,Dist5,47
Sta41,3号线,Dist6,Sta103,10号线,Dist5,47
Sta72,12号线,Dist6,Sta154,1号线,Dist3,47
Sta16,5号线,Dist5,Sta127,2号线,Dist2,47
Sta150,1号线,Dist3,Sta71,2号线,Dist4,47
Sta117,3号线,Dist5,Sta3,11号线,Dist6,47
Sta22,3号线,Dist6,Sta37,5号线,Dist5,47
Sta87,10号线,Dist8,Sta70,11号线,Dist5,47
Sta161,3号线,Dist7,Sta81,2号线,Dist2,47
Sta8,10号线,Dist5,Sta162,11号线,Dist5,47
Sta159,1号线,Dist1,Sta140,11号线,Dist5,47
Sta34,1号线,Dist3,Sta48,2号线,Dist2,47
Sta25,11号线,Dist6,Sta119,3号线,Dist7,47
Sta67,3号线,Dist6,Sta140,11号线,Dist5,47
Sta130,11号线,Dist6,Sta150,1号线,Dist3,47
Sta140,11号线,Dist5,Sta19,4号线,Dist8,47
Sta133,3号线,Dist6,Sta80,1号线,Dist3,47
Sta164,11号线,Dist5,Sta132,5号线,Dist5,47
Sta21,3号线,Dist7,Sta84,4号线,Dist5,47
Sta39,3号线,Dist5,Sta36,11号线,Dist10,47
Sta80,1号线,Dist3,Sta114,10号线,Dist5,47
Sta166,11号线,Dist10,Sta37,5号线,Dist5,47
Sta18,2号线,Dist1,Sta82,11号线,Dist5,47
Sta19,4号线,Dist8,Sta6,10号线,Dist5,47
Sta132,5号线,Dist5,Sta165,4号线,Dist8,47
Sta54,5号线,Dist5,Sta163,2号线,Dist1,47
Sta96,5号线,Dist5,Sta53,2号线,Dist1,47
Sta7,10号线,Dist5,Sta56,11号线,Dist5,47
Sta78,2号线,Dist1,Sta158,3号线,Dist5,47
Sta48,2号线,Dist2,Sta130,11号线,Dist6,47
Sta83,1号线,Dist2,Sta69,5号线,Dist5,47
Sta164,11号线,Dist5,Sta109,3号线,Dist5,47
Sta96,5号线,Dist5,Sta3,11号线,Dist6,47
Sta120,11号线,Dist6,Sta78,2号线,Dist1,47
Sta117,3号线,Dist5,Sta46,11号线,Dist8,47
Sta146,11号线,Dist6,Sta19,4号线,Dist8,47
Sta87,10号线,Dist8,Sta140,11号线,Dist5,47
Sta101,12号线,Dist8,Sta166,11号线,Dist10,47
Sta132,5号线,Dist5,Sta77,11号线,Dist10,47
Sta159,1号线,Dist1,Sta148,12号线,Dist2,47
Sta167,3号线,Dist5,Sta60,12号线,Dist2,47
Sta69,5号线,Dist5,Sta158,3号线,Dist5,47
Sta58,4号线,Dist8,Sta86,11号线,Dist8,47
Sta62,4号线,Dist8,Sta70,11号线,Dist5,47
Sta147,3号线,Dist5,Sta92,12号线,Dist6,47
Sta25,11号线,Dist6,Sta50,3号线,Dist7,47
Sta27,2号线,Dist2,Sta157,10号线,Dist8,47
Sta26,12号线,Dist5,Sta81,2号线,Dist2,47
Sta45,11号线,Dist5,Sta90,12号线,Dist5,47
Sta59,4号线,Dist8,Sta78,2号线,Dist1,47
Sta12,3号线,Dist7,Sta20,11号线,Dist5,48
Sta160,10号线,Dist5,Sta115,11号线,Dist5,48
Sta117,3号线,Dist5,Sta89,1号线,Dist3,48
Sta20,11号线,Dist5,Sta68,2号线,Dist4,48
Sta125,3号线,Dist5,Sta4,10号线,Dist5,48
Sta90,12号线,Dist5,Sta12,3号线,Dist7,48
Sta1,1号线,Dist1,Sta105,2号线,Dist4,48
Sta87,10号线,Dist8,Sta126,3号线,Dist1,48
Sta44,3号线,Dist5,Sta1,1号线,Dist1,48
Sta20,11号线,Dist5,Sta35,3号线,Dist5,48
Sta1,1号线,Dist1,Sta156,3号线,Dist7,48
Sta48,2号线,Dist2,Sta128,1号线,Dist3,48
Sta54,5号线,Dist5,Sta88,10号线,Dist5,48
Sta86,11号线,Dist8,Sta75,10号线,Dist5,48
Sta132,5号线,Dist5,Sta129,2号线,Dist1,48
Sta139,2号线,Dist5,Sta89,1号线,Dist3,48
Sta161,3号线,Dist7,Sta90,12号线,Dist5,48
Sta69,5号线,Dist5,Sta21,3号线,Dist7,48
Sta122,11号线,Dist10,Sta167,3号线,Dist5,48
Sta102,10号线,Dist5,Sta77,11号线,Dist10,48
Sta3,11号线,Dist6,Sta156,3号线,Dist7,48
Sta132,5号线,Dist5,Sta4,10号线,Dist5,48
Sta40,3号线,Dist5,Sta7,10号线,Dist5,48
Sta111,11号线,Dist5,Sta1,1号线,Dist1,48
Sta46,11号线,Dist8,Sta52,2号线,Dist4,48
Sta50,3号线,Dist7,Sta107,1号线,Dist2,48
Sta84,4号线,Dist5,Sta99,11号线,Dist10,48
Sta107,1号线,Dist2,Sta119,3号线,Dist7,48
Sta56,11号线,Dist5,Sta76,2号线,Dist4,48
Sta41,3号线,Dist6,Sta137,12号线,Dist3,48
Sta129,2号线,Dist1,Sta140,11号线,Dist5,48
Sta158,3号线,Dist5,Sta108,1号线,Dist1,48
Sta158,3号线,Dist5,Sta123,2号线,Dist2,48
Sta3,11号线,Dist6,Sta42,3号线,Dist5,48
Sta25,11号线,Dist6,Sta113,3号线,Dist5,48
Sta110,1号线,Dist3,Sta76,2号线,Dist4,48
Sta4,10号线,Dist5,Sta130,11号线,Dist6,48
Sta50,3号线,Dist7,Sta118,11号线,Dist5,48
Sta68,2号线,Dist4,Sta41,3号线,Dist6,48
Sta34,1号线,Dist3,Sta46,11号线,Dist8,48
Sta134,10号线,Dist5,Sta27,2号线,Dist2,48
Sta67,3号线,Dist6,Sta128,1号线,Dist3,48
Sta149,1号线,Dist3,Sta144,3号线,Dist6,48
Sta99,11号线,Dist10,Sta101,12号线,Dist8,48
Sta95,12号线,Dist5,Sta66,3号线,Dist7,48
Sta2,10号线,Dist5,Sta152,11号线,Dist1,48
Sta99,11号线,Dist10,Sta16,5号线,Dist5,48
Sta75,10号线,Dist5,Sta142,3号线,Dist5,48
Sta80,1号线,Dist3,Sta76,2号线,Dist4,48
Sta152,11号线,Dist1,Sta136,12号线,Dist3,48
Sta119,3号线,Dist7,Sta83,1号线,Dist2,48
Sta75,10号线,Dist5,Sta15,11号线,Dist8,48
Sta68,2号线,Dist4,Sta100,3号线,Dist5,48
Sta2,10号线,Dist5,Sta30,3号线,Dist6,48
Sta109,3号线,Dist5,Sta90,12号线,Dist5,48
Sta76,2号线,Dist4,Sta118,11号线,Dist5,48
Sta132,5号线,Dist5,Sta146,11号线,Dist6,48
Sta143,3号线,Dist7,Sta1,1号线,Dist1,48
Sta32,12号线,Dist6,Sta158,3号线,Dist5,48
Sta160,10号线,Dist5,Sta86,11号线,Dist8,48
Sta20,11号线,Dist5,Sta161,3号线,Dist7,48
Sta60,12号线,Dist2,Sta131,3号线,Dist5,48
Sta141,3号线,Dist5,Sta8,10号线,Dist5,48
Sta48,2号线,Dist2,Sta133,3号线,Dist6,48
Sta157,10号线,Dist8,Sta109,3号线,Dist5,48
Sta27,2号线,Dist2,Sta61,3号线,Dist7,48
Sta159,1号线,Dist1,Sta44,3号线,Dist5,48
Sta48,2号线,Dist2,Sta69,5号线,Dist5,48
Sta160,10号线,Dist5,Sta72,12号线,Dist6,48
Sta57,2号线,Dist4,Sta30,3号线,Dist6,48
Sta22,3号线,Dist6,Sta101,12号线,Dist8,48
Sta150,1号线,Dist3,Sta161,3号线,Dist7,48
Sta17,12号线,Dist8,Sta133,3号线,Dist6,48
Sta82,11号线,Dist5,Sta85,10号线,Dist5,48
Sta12,3号线,Dist7,Sta120,11号线,Dist6,48
Sta41,3号线,Dist6,Sta52,2号线,Dist4,48
Sta31,12号线,Dist8,Sta87,10号线,Dist8,48
Sta117,3号线,Dist5,Sta86,11号线,Dist8,48
Sta75,10号线,Dist5,Sta101,12号线,Dist8,48
Sta30,3号线,Dist6,Sta128,1号线,Dist3,48
Sta92,12号线,Dist6,Sta16,5号线,Dist5,48
Sta73,12号线,Dist2,Sta40,3号线,Dist5,48
Sta125,3号线,Dist5,Sta2,10号线,Dist5,48
Sta110,1号线,Dist3,Sta52,2号线,Dist4,48
Sta159,1号线,Dist1,Sta17,12号线,Dist8,48
Sta90,12号线,Dist5,Sta21,3号线,Dist7,48
Sta147,3号线,Dist5,Sta31,12号线,Dist8,48
Sta120,11号线,Dist6,Sta16,5号线,Dist5,48
Sta39,3号线,Dist5,Sta68,2号线,Dist4,48
Sta75,10号线,Dist5,Sta137,12号线,Dist3,48
Sta147,3号线,Dist5,Sta20,11号线,Dist5,48
Sta62,4号线,Dist8,Sta146,11号线,Dist6,48
Sta148,12号线,Dist2,Sta167,3号线,Dist5,48
Sta102,10号线,Dist5,Sta118,11号线,Dist5,48
Sta21,3号线,Dist7,Sta139,2号线,Dist5,48
Sta81,2号线,Dist2,Sta93,12号线,Dist6,48
Sta61,3号线,Dist7,Sta93,12号线,Dist6,48
Sta160,10号线,Dist5,Sta26,12号线,Dist5,48
Sta91,12号线,Dist6,Sta158,3号线,Dist5,48
Sta37,5号线,Dist5,Sta167,3号线,Dist5,48
Sta24,2号线,Dist6,Sta154,1号线,Dist3,48
Sta132,5号线,Dist5,Sta92,12号线,Dist6,48
Sta100,3号线,Dist5,Sta152,11号线,Dist1,48
Sta100,3号线,Dist5,Sta164,11号线,Dist5,48
Sta75,10号线,Dist5,Sta29,3号线,Dist8,48
Sta61,3号线,Dist7,Sta73,12号线,Dist2,48
Sta6,10号线,Dist5,Sta56,11号线,Dist5,48
Sta159,1号线,Dist1,Sta4,10号线,Dist5,48
Sta59,4号线,Dist8,Sta144,3号线,Dist6,48
Sta145,10号线,Dist5,Sta38,4号线,Dist8,48
Sta97,1号线,Dist3,Sta92,12号线,Dist6,48
Sta86,11号线,Dist8,Sta38,4号线,Dist8,48
Sta52,2号线,Dist4,Sta66,3号线,Dist7,48
Sta131,3号线,Dist5,Sta97,1号线,Dist3,48
Sta80,1号线,Dist3,Sta15,11号线,Dist8,48
Sta16,5号线,Dist5,Sta142,3号线,Dist5,48
Sta158,3号线,Dist5,Sta18,2号线,Dist1,48
Sta79,2号线,Dist1,Sta128,1号线,Dist3,48
Sta91,12号线,Dist6,Sta143,3号线,Dist7,48
Sta166,11号线,Dist10,Sta114,10号线,Dist5,48
Sta147,3号线,Dist5,Sta137,12号线,Dist3,48
Sta111,11号线,Dist5,Sta85,10号线,Dist5,48
Sta78,2号线,Dist1,Sta130,11号线,Dist6,48
Sta130,11号线,Dist6,Sta18,2号线,Dist1,48
Sta105,2号线,Dist4,Sta133,3号线,Dist6,48
Sta117,3号线,Dist5,Sta101,12号线,Dist8,48
Sta123,2号线,Dist2,Sta119,3号线,Dist7,48
Sta123,2号线,Dist2,Sta26,12号线,Dist5,48
Sta21,3号线,Dist7,Sta15,11号线,Dist8,48
Sta159,1号线,Dist1,Sta50,3号线,Dist7,48
Sta103,10号线,Dist5,Sta11,3号线,Dist5,48
Sta16,5号线,Dist5,Sta130,11号线,Dist6,48
Sta71,2号线,Dist4,Sta66,3号线,Dist7,48
Sta47,2号线,Dist1,Sta116,12号线,Dist6,48
Sta101,12号线,Dist8,Sta45,11号线,Dist5,48
Sta116,12号线,Dist6,Sta69,5号线,Dist5,48
Sta1,1号线,Dist1,Sta13,11号线,Dist5,48
Sta141,3号线,Dist5,Sta120,11号线,Dist6,49
Sta63,11号线,Dist1,Sta94,10号线,Dist5,49
Sta32,12号线,Dist6,Sta70,11号线,Dist5,49
Sta127,2号线,Dist2,Sta142,3号线,Dist5,49
Sta161,3号线,Dist7,Sta84,4号线,Dist5,49
Sta160,10号线,Dist5,Sta17,12号线,Dist8,49
Sta160,10号线,Dist5,Sta31,12号线,Dist8,49
Sta123,2号线,Dist2,Sta132,5号线,Dist5,49
Sta17,12号线,Dist8,Sta28,11号线,Dist10,49
Sta143,3号线,Dist7,Sta63,11号线,Dist1,49
Sta32,12号线,Dist6,Sta4,10号线,Dist5,49
Sta26,12号线,Dist5,Sta133,3号线,Dist6,49
Sta25,11号线,Dist6,Sta110,1号线,Dist3,49
Sta119,3号线,Dist7,Sta53,2号线,Dist1,49
Sta97,1号线,Dist3,Sta76,2号线,Dist4,49
Sta93,12号线,Dist6,Sta156,3号线,Dist7,49
Sta76,2号线,Dist4,Sta161,3号线,Dist7,49
Sta132,5号线,Dist5,Sta127,2号线,Dist2,49
Sta89,1号线,Dist3,Sta12,3号线,Dist7,49
Sta37,5号线,Dist5,Sta130,11号线,Dist6,49
Sta112,3号线,Dist5,Sta95,12号线,Dist5,49
Sta27,2号线,Dist2,Sta113,3号线,Dist5,49
Sta92,12号线,Dist6,Sta81,2号线,Dist2,49
Sta75,10号线,Dist5,Sta89,1号线,Dist3,49
Sta88,10号线,Dist5,Sta70,11号线,Dist5,49
Sta15,11号线,Dist8,Sta12,3号线,Dist7,49
Sta37,5号线,Dist5,Sta120,11号线,Dist6,49
Sta100,3号线,Dist5,Sta97,1号线,Dist3,49
Sta151,2号线,Dist2,Sta50,3号线,Dist7,49
Sta151,2号线,Dist2,Sta135,10号线,Dist5,49
Sta60,12号线,Dist2,Sta23,11号线,Dist5,49
Sta139,2号线,Dist5,Sta67,3号线,Dist6,49
Sta100,3号线,Dist5,Sta110,1号线,Dist3,49
Sta138,3号线,Dist6,Sta76,2号线,Dist4,49
Sta27,2号线,Dist2,Sta130,11号线,Dist6,49
Sta106,1号线,Dist3,Sta163,2号线,Dist1,49
Sta39,3号线,Dist5,Sta110,1号线,Dist3,49
Sta9,2号线,Dist1,Sta96,5号线,Dist5,49
Sta140,11号线,Dist5,Sta88,10号线,Dist5,49
Sta12,3号线,Dist7,Sta84,4号线,Dist5,49
Sta120,11号线,Dist6,Sta59,4号线,Dist8,49
Sta134,10号线,Dist5,Sta73,12号线,Dist2,49
Sta145,10号线,Dist5,Sta136,12号线,Dist3,49
Sta72,12号线,Dist6,Sta50,3号线,Dist7,49
Sta4,10号线,Dist5,Sta47,2号线,Dist1,49
Sta166,11号线,Dist10,Sta31,12号线,Dist8,49
Sta145,10号线,Dist5,Sta55,11号线,Dist5,49
Sta36,11号线,Dist10,Sta136,12号线,Dist3,49
Sta139,2号线,Dist5,Sta64,1号线,Dist3,49
Sta151,2号线,Dist2,Sta25,11号线,Dist6,49
Sta86,11号线,Dist8,Sta34,1号线,Dist3,49
Sta134,10号线,Dist5,Sta77,11号线,Dist10,49
Sta40,3号线,Dist5,Sta99,11号线,Dist10,49
Sta89,1号线,Dist3,Sta71,2号线,Dist4,49
Sta50,3号线,Dist7,Sta148,12号线,Dist2,49
Sta31,12号线,Dist8,Sta138,3号线,Dist6,49
Sta83,1号线,Dist2,Sta90,12号线,Dist5,49
Sta27,2号线,Dist2,Sta120,11号线,Dist6,49
Sta85,10号线,Dist5,Sta138,3号线,Dist6,49
Sta81,2号线,Dist2,Sta128,1号线,Dist3,49
Sta69,5号线,Dist5,Sta6,10号线,Dist5,49
Sta119,3号线,Dist7,Sta120,11号线,Dist6,49
Sta142,3号线,Dist5,Sta165,4号线,Dist8,49
Sta113,3号线,Dist5,Sta160,10号线,Dist5,49
Sta9,2号线,Dist1,Sta119,3号线,Dist7,49
Sta110,1号线,Dist3,Sta22,3号线,Dist6,49
Sta150,1号线,Dist3,Sta113,3号线,Dist5,49
Sta54,5号线,Dist5,Sta21,3号线,Dist7,49
Sta167,3号线,Dist5,Sta64,1号线,Dist3,49
Sta3,11号线,Dist6,Sta34,1号线,Dist3,49
Sta13,11号线,Dist5,Sta107,1号线,Dist2,49
Sta88,10号线,Dist5,Sta101,12号线,Dist8,49
Sta59,4号线,Dist8,Sta108,1号线,Dist1,49
Sta31,12号线,Dist8,Sta81,2号线,Dist2,49
Sta93,12号线,Dist6,Sta94,10号线,Dist5,49
Sta38,4号线,Dist8,Sta70,11号线,Dist5,49
Sta27,2号线,Dist2,Sta70,11号线,Dist5,49
Sta31,12号线,Dist8,Sta99,11号线,Dist10,49
Sta22,3号线,Dist6,Sta34,1号线,Dist3,49
Sta52,2号线,Dist4,Sta25,11号线,Dist6,49
Sta110,1号线,Dist3,Sta133,3号线,Dist6,49
Sta94,10号线,Dist5,Sta118,11号线,Dist5,49
Sta154,1号线,Dist3,Sta55,11号线,Dist5,49
Sta93,12号线,Dist6,Sta38,4号线,Dist8,49
Sta144,3号线,Dist6,Sta122,11号线,Dist10,49
Sta55,11号线,Dist5,Sta117,3号线,Dist5,49
Sta137,12号线,Dist3,Sta146,11号线,Dist6,49
Sta118,11号线,Dist5,Sta110,1号线,Dist3,49
Sta6,10号线,Dist5,Sta77,11号线,Dist10,49
Sta167,3号线,Dist5,Sta80,1号线,Dist3,49
Sta159,1号线,Dist1,Sta19,4号线,Dist8,49
Sta93,12号线,Dist6,Sta82,11号线,Dist5,49
Sta86,11号线,Dist8,Sta68,2号线,Dist4,49
Sta32,12号线,Dist6,Sta145,10号线,Dist5,49
Sta6,10号线,Dist5,Sta95,12号线,Dist5,49
Sta117,3号线,Dist5,Sta79,2号线,Dist1,49
Sta120,11号线,Dist6,Sta48,2号线,Dist2,49
Sta95,12号线,Dist5,Sta150,1号线,Dist3,49
Sta59,4号线,Dist8,Sta130,11号线,Dist6,49
Sta93,12号线,Dist6,Sta77,11号线,Dist10,49
Sta119,3号线,Dist7,Sta52,2号线,Dist4,49
Sta119,3号线,Dist7,Sta79,2号线,Dist1,49
Sta167,3号线,Dist5,Sta151,2号线,Dist2,49
Sta45,11号线,Dist5,Sta16,5号线,Dist5,49
Sta42,3号线,Dist5,Sta101,12号线,Dist8,49
Sta111,11号线,Dist5,Sta138,3号线,Dist6,49
Sta119,3号线,Dist7,Sta15,11号线,Dist8,49
Sta44,3号线,Dist5,Sta55,11号线,Dist5,49
Sta47,2号线,Dist1,Sta59,4号线,Dist8,49
Sta162,11号线,Dist5,Sta147,3号线,Dist5,49
Sta37,5号线,Dist5,Sta41,3号线,Dist6,49
Sta133,3号线,Dist6,Sta69,5号线,Dist5,49
Sta163,2号线,Dist1,Sta96,5号线,Dist5,49
Sta95,12号线,Dist5,Sta36,11号线,Dist10,49
Sta106,1号线,Dist3,Sta40,3号线,Dist5,49
Sta75,10号线,Dist5,Sta59,4号线,Dist8,49
Sta32,12号线,Dist6,Sta62,4号线,Dist8,49
Sta48,2号线,Dist2,Sta54,5号线,Dist5,49
Sta24,2号线,Dist6,Sta21,3号线,Dist7,49
Sta9,2号线,Dist1,Sta31,12号线,Dist8,49
Sta60,12号线,Dist2,Sta53,2号线,Dist1,49
Sta40,3号线,Dist5,Sta45,11号线,Dist5,49
Sta132,5号线,Dist5,Sta19,4号线,Dist8,49
Sta75,10号线,Dist5,Sta84,4号线,Dist5,49
Sta145,10号线,Dist5,Sta82,11号线,Dist5,49
Sta144,3号线,Dist6,Sta128,1号线,Dist3,49
Sta113,3号线,Dist5,Sta7,10号线,Dist5,49
Sta19,4号线,Dist8,Sta120,11号线,Dist6,49
Sta16,5号线,Dist5,Sta75,10号线,Dist5,49
Sta46,11号线,Dist8,Sta165,4号线,Dist8,49
Sta15,11号线,Dist8,Sta52,2号线,Dist4,49
Sta13,11号线,Dist5,Sta94,10号线,Dist5,49
Sta147,3号线,Dist5,Sta86,11号线,Dist8,49
Sta120,11号线,Dist6,Sta26,12号线,Dist5,49
Sta22,3号线,Dist6,Sta132,5号线,Dist5,50
Sta23,11号线,Dist5,Sta94,10号线,Dist5,50
Sta28,11号线,Dist10,Sta69,5号线,Dist5,50
Sta63,11号线,Dist1,Sta147,3号线,Dist5,50
Sta67,3号线,Dist6,Sta122,11号线,Dist10,50
Sta40,3号线,Dist5,Sta57,2号线,Dist4,50
Sta108,1号线,Dist1,Sta51,2号线,Dist7,50
Sta114,10号线,Dist5,Sta99,11号线,Dist10,50
Sta75,10号线,Dist5,Sta28,11号线,Dist10,50
Sta20,11号线,Dist5,Sta88,10号线,Dist5,50
Sta2,10号线,Dist5,Sta47,2号线,Dist1,50
Sta61,3号线,Dist7,Sta53,2号线,Dist1,50
Sta114,10号线,Dist5,Sta110,1号线,Dist3,50
Sta26,12号线,Dist5,Sta6,10号线,Dist5,50
Sta156,3号线,Dist7,Sta72,12号线,Dist6,50
Sta1,1号线,Dist1,Sta82,11号线,Dist5,50
Sta120,11号线,Dist6,Sta101,12号线,Dist8,50
Sta56,11号线,Dist5,Sta160,10号线,Dist5,50
Sta128,1号线,Dist3,Sta126,3号线,Dist1,50
Sta47,2号线,Dist1,Sta156,3号线,Dist7,50
Sta45,11号线,Dist5,Sta137,12号线,Dist3,50
Sta39,3号线,Dist5,Sta76,2号线,Dist4,50
Sta25,11号线,Dist6,Sta106,1号线,Dist3,50
Sta70,11号线,Dist5,Sta145,10号线,Dist5,50
Sta46,11号线,Dist8,Sta61,3号线,Dist7,50
Sta68,2号线,Dist4,Sta114,10号线,Dist5,50
Sta27,2号线,Dist2,Sta128,1号线,Dist3,50
Sta56,11号线,Dist5,Sta87,10号线,Dist8,50
Sta20,11号线,Dist5,Sta60,12号线,Dist2,50
Sta110,1号线,Dist3,Sta146,11号线,Dist6,50
Sta120,11号线,Dist6,Sta80,1号线,Dist3,50
Sta161,3号线,Dist7,Sta157,10号线,Dist8,50
Sta44,3号线,Dist5,Sta163,2号线,Dist1,50
Sta115,11号线,Dist5,Sta71,2号线,Dist4,50
Sta36,11号线,Dist10,Sta168,10号线,Dist5,50
Sta151,2号线,Dist2,Sta128,1号线,Dist3,50
Sta103,10号线,Dist5,Sta82,11号线,Dist5,50
Sta82,11号线,Dist5,Sta159,1号线,Dist1,50
Sta2,10号线,Dist5,Sta22,3号线,Dist6,50
Sta85,10号线,Dist5,Sta133,3号线,Dist6,50
Sta92,12号线,Dist6,Sta88,10号线,Dist5,50
Sta9,2号线,Dist1,Sta44,3号线,Dist5,50
Sta147,3号线,Dist5,Sta25,11号线,Dist6,50
Sta109,3号线,Dist5,Sta17,12号线,Dist8,50
Sta2,10号线,Dist5,Sta127,2号线,Dist2,50
Sta134,10号线,Dist5,Sta152,11号线,Dist1,50
Sta159,1号线,Dist1,Sta143,3号线,Dist7,50
Sta149,1号线,Dist3,Sta127,2号线,Dist2,50
Sta54,5号线,Dist5,Sta8,10号线,Dist5,50
Sta87,10号线,Dist8,Sta38,4号线,Dist8,50
Sta148,12号线,Dist2,Sta56,11号线,Dist5,50
Sta37,5号线,Dist5,Sta32,12号线,Dist6,50
Sta103,10号线,Dist5,Sta67,3号线,Dist6,50
Sta117,3号线,Dist5,Sta78,2号线,Dist1,50
Sta110,1号线,Dist3,Sta162,11号线,Dist5,50
Sta34,1号线,Dist3,Sta68,2号线,Dist4,50
Sta36,11号线,Dist10,Sta160,10号线,Dist5,50
Sta107,1号线,Dist2,Sta37,5号线,Dist5,50
Sta100,3号线,Dist5,Sta36,11号线,Dist10,50
Sta86,11号线,Dist8,Sta61,3号线,Dist7,50
Sta64,1号线,Dist3,Sta66,3号线,Dist7,50
Sta103,10号线,Dist5,Sta32,12号线,Dist6,50
Sta108,1号线,Dist1,Sta140,11号线,Dist5,50
Sta90,12号线,Dist5,Sta8,10号线,Dist5,50
Sta31,12号线,Dist8,Sta47,2号线,Dist1,50
Sta4,10号线,Dist5,Sta127,2号线,Dist2,50
Sta85,10号线,Dist5,Sta96,5号线,Dist5,50
Sta4,10号线,Dist5,Sta16,5号线,Dist5,50
Sta95,12号线,Dist5,Sta8,10号线,Dist5,50
Sta6,10号线,Dist5,Sta90,12号线,Dist5,50
Sta13,11号线,Dist5,Sta127,2号线,Dist2,50
Sta107,1号线,Dist2,Sta2,10号线,Dist5,50
Sta92,12号线,Dist6,Sta110,1号线,Dist3,50
Sta145,10号线,Dist5,Sta54,5号线,Dist5,50
Sta42,3号线,Dist5,Sta92,12号线,Dist6,50
Sta119,3号线,Dist7,Sta114,10号线,Dist5,50
Sta71,2号线,Dist4,Sta67,3号线,Dist6,50
Sta156,3号线,Dist7,Sta129,2号线,Dist1,50
Sta6,10号线,Dist5,Sta162,11号线,Dist5,50
Sta50,3号线,Dist7,Sta53,2号线,Dist1,50
Sta151,2号线,Dist2,Sta146,11号线,Dist6,50
Sta2,10号线,Dist5,Sta132,5号线,Dist5,50
Sta119,3号线,Dist7,Sta86,11号线,Dist8,50
