in,out,time
Sta39,Sta58,38
Sta58,Sta39,38
Sta26,Sta91,38
Sta91,Sta26,38
Sta55,Sta25,38
Sta25,Sta55,38
Sta162,Sta165,38
Sta165,Sta162,38
Sta107,Sta72,38
Sta72,Sta107,38
Sta70,Sta113,38
Sta113,Sta70,38
Sta72,Sta88,38
Sta88,Sta72,38
Sta82,Sta88,38
Sta88,Sta82,38
Sta131,Sta77,38
Sta77,Sta131,38
Sta64,Sta52,38
Sta52,Sta64,38
Sta79,Sta85,38
Sta85,Sta79,38
Sta79,Sta141,38
Sta141,Sta79,38
Sta157,Sta38,38
Sta38,Sta157,38
Sta116,Sta100,38
Sta100,Sta116,38
Sta39,Sta27,38
Sta27,Sta39,38
Sta46,Sta111,38
Sta111,Sta46,38
Sta122,Sta37,38
Sta37,Sta122,38
Sta85,Sta112,38
Sta112,Sta85,38
Sta8,Sta23,38
Sta23,Sta8,38
Sta114,Sta154,38
Sta154,Sta114,38
Sta55,Sta62,38
Sta62,Sta55,38
Sta105,Sta47,38
Sta47,Sta105,38
Sta78,Sta146,38
Sta146,Sta78,38
Sta163,Sta21,38
Sta21,Sta163,38
Sta100,Sta94,38
Sta94,Sta100,38
Sta63,Sta96,38
Sta96,Sta63,38
Sta29,Sta103,39
Sta103,Sta29,39
Sta131,Sta120,39
Sta120,Sta131,39
Sta63,Sta117,39
Sta117,Sta63,39
Sta133,Sta100,39
Sta100,Sta133,39
Sta139,Sta79,39
Sta79,Sta139,39
Sta54,Sta92,39
Sta92,Sta54,39
Sta63,Sta34,39
Sta34,Sta63,39
Sta19,Sta118,39
Sta118,Sta19,39
Sta70,Sta159,39
Sta159,Sta70,39
Sta165,Sta126,39
Sta126,Sta165,39
Sta91,Sta61,39
Sta61,Sta91,39
Sta137,Sta62,39
Sta62,Sta137,39
Sta4,Sta89,39
Sta89,Sta4,39
Sta109,Sta39,39
Sta39,Sta109,39
Sta139,Sta18,39
Sta18,Sta139,39
Sta60,Sta135,39
Sta135,Sta60,39
Sta135,Sta7,39
Sta7,Sta135,39
Sta9,Sta55,39
Sta55,Sta9,39
Sta134,Sta18,39
Sta18,Sta134,39
Sta86,Sta14,39
Sta14,Sta86,39
Sta85,Sta13,39
Sta13,Sta85,39
Sta84,Sta160,39
Sta160,Sta84,39
Sta27,Sta162,39
Sta162,Sta27,39
Sta142,Sta145,39
Sta145,Sta142,39
Sta42,Sta85,39
Sta85,Sta42,39
Sta12,Sta139,39
Sta139,Sta12,39
Sta35,Sta114,39
Sta114,Sta35,39
Sta16,Sta78,39
Sta78,Sta16,39
Sta162,Sta60,39
Sta60,Sta162,39
Sta7,Sta142,39
Sta142,Sta7,39
Sta114,Sta60,39
Sta60,Sta114,39
Sta31,Sta116,39
Sta116,Sta31,39
Sta11,Sta142,39
Sta142,Sta11,39
Sta25,Sta142,39
Sta142,Sta25,39
Sta38,Sta15,39
Sta15,Sta38,39
Sta162,Sta161,39
Sta161,Sta162,39
Sta164,Sta40,39
Sta40,Sta164,39
Sta117,Sta31,39
Sta31,Sta117,39
Sta14,Sta21,39
Sta21,Sta14,39
Sta79,Sta90,39
Sta90,Sta79,39
Sta108,Sta113,39
Sta113,Sta108,39
Sta16,Sta79,39
Sta79,Sta16,39
Sta156,Sta32,39
Sta32,Sta156,39
Sta45,Sta115,39
Sta115,Sta45,39
Sta157,Sta47,39
Sta47,Sta157,39
Sta44,Sta4,39
Sta4,Sta44,39
Sta146,Sta79,39
Sta79,Sta146,39
Sta54,Sta83,39
Sta83,Sta54,39
Sta144,Sta132,39
Sta132,Sta144,39
Sta92,Sta131,39
Sta131,Sta92,39
Sta46,Sta14,39
Sta14,Sta46,39
Sta114,Sta36,39
Sta36,Sta114,39
Sta129,Sta2,39
Sta2,Sta129,39
Sta150,Sta25,39
Sta25,Sta150,39
Sta22,Sta80,39
Sta80,Sta22,39
Sta8,Sta134,39
Sta134,Sta8,39
Sta166,Sta56,39
Sta56,Sta166,39
Sta21,Sta9,39
Sta9,Sta21,39
Sta1,Sta17,39
Sta17,Sta1,39
Sta29,Sta117,39
Sta117,Sta29,39
Sta144,Sta85,39
Sta85,Sta144,39
Sta17,Sta88,39
Sta88,Sta17,39
Sta22,Sta51,39
Sta51,Sta22,39
Sta16,Sta77,39
Sta77,Sta16,39
Sta3,Sta137,39
Sta137,Sta3,39
Sta103,Sta93,39
Sta93,Sta103,39
Sta133,Sta89,39
Sta89,Sta133,39
Sta115,Sta66,39
Sta66,Sta115,39
Sta53,Sta17,39
Sta17,Sta53,39
Sta2,Sta25,39
Sta25,Sta2,39
Sta142,Sta78,39
Sta78,Sta142,39
Sta103,Sta56,39
Sta56,Sta103,39
Sta13,Sta67,39
Sta67,Sta13,39
Sta59,Sta41,39
Sta41,Sta59,39
Sta136,Sta113,39
Sta113,Sta136,39
Sta10,Sta84,39
Sta84,Sta10,39
Sta100,Sta132,39
Sta132,Sta100,39
Sta96,Sta136,39
Sta136,Sta96,39
Sta77,Sta135,39
Sta135,Sta77,39
Sta27,Sta41,39
Sta41,Sta27,39
Sta40,Sta68,39
Sta68,Sta40,39
Sta159,Sta74,39
Sta74,Sta159,39
Sta161,Sta73,39
Sta73,Sta161,39
Sta5,Sta128,39
Sta128,Sta5,39
Sta132,Sta93,39
Sta93,Sta132,39
Sta161,Sta131,39
Sta131,Sta161,39
Sta46,Sta96,39
Sta96,Sta46,39
Sta2,Sta137,39
Sta137,Sta2,39
Sta127,Sta17,39
Sta17,Sta127,39
Sta16,Sta163,39
Sta163,Sta16,39
Sta15,Sta161,39
Sta161,Sta15,39
Sta148,Sta126,39
Sta126,Sta148,39
Sta95,Sta10,39
Sta10,Sta95,39
Sta117,Sta98,39
Sta98,Sta117,39
Sta26,Sta9,39
Sta9,Sta26,39
Sta85,Sta130,39
Sta130,Sta85,39
Sta36,Sta84,39
Sta84,Sta36,39
Sta11,Sta117,39
Sta117,Sta11,39
Sta88,Sta23,39
Sta23,Sta88,39
Sta67,Sta101,39
Sta101,Sta67,39
Sta4,Sta55,39
Sta55,Sta4,39
Sta63,Sta44,39
Sta44,Sta63,39
Sta92,Sta154,39
Sta154,Sta92,39
Sta55,Sta1,39
Sta1,Sta55,39
Sta57,Sta159,39
Sta159,Sta57,39
Sta106,Sta81,39
Sta81,Sta106,39
Sta55,Sta92,39
Sta92,Sta55,39
Sta113,Sta159,39
Sta159,Sta113,39
Sta2,Sta33,39
Sta33,Sta2,39
Sta90,Sta78,39
Sta78,Sta90,39
Sta151,Sta156,39
Sta156,Sta151,39
Sta67,Sta106,39
Sta106,Sta67,39
Sta68,Sta61,39
Sta61,Sta68,39
Sta125,Sta141,39
Sta141,Sta125,39
Sta157,Sta136,39
Sta136,Sta157,39
Sta107,Sta161,39
Sta161,Sta107,39
Sta137,Sta158,39
Sta158,Sta137,39
Sta7,Sta70,39
Sta70,Sta7,39
Sta95,Sta160,39
Sta160,Sta95,39
Sta84,Sta87,39
Sta87,Sta84,39
Sta163,Sta93,39
Sta93,Sta163,39
Sta59,Sta140,39
Sta140,Sta59,39
Sta70,Sta160,39
Sta160,Sta70,39
Sta4,Sta92,39
Sta92,Sta4,39
Sta157,Sta144,39
Sta144,Sta157,39
Sta134,Sta108,39
Sta108,Sta134,39
Sta54,Sta78,39
Sta78,Sta54,39
Sta25,Sta78,39
Sta78,Sta25,39
Sta8,Sta125,39
Sta125,Sta8,39
Sta133,Sta39,39
Sta39,Sta133,39
Sta152,Sta114,39
Sta114,Sta152,39
Sta111,Sta72,39
Sta72,Sta111,39
Sta163,Sta20,39
Sta20,Sta163,39
Sta33,Sta135,39
Sta135,Sta33,39
Sta167,Sta146,39
Sta146,Sta167,39
Sta117,Sta2,39
Sta2,Sta117,39
Sta9,Sta95,39
Sta95,Sta9,39
Sta157,Sta138,39
Sta138,Sta157,39
Sta102,Sta103,39
Sta103,Sta102,39
Sta111,Sta3,39
Sta3,Sta111,39
Sta10,Sta136,39
Sta136,Sta10,39
Sta96,Sta131,39
Sta131,Sta96,39
Sta120,Sta148,39
Sta148,Sta120,39
Sta153,Sta75,39
Sta75,Sta153,39
Sta18,Sta113,39
Sta113,Sta18,39
Sta42,Sta26,39
Sta26,Sta42,39
Sta93,Sta64,39
Sta64,Sta93,39
Sta76,Sta63,39
Sta63,Sta76,39
Sta33,Sta75,40
Sta75,Sta33,40
Sta84,Sta43,40
Sta43,Sta84,40
Sta100,Sta27,40
Sta27,Sta100,40
Sta91,Sta39,40
Sta39,Sta91,40
Sta55,Sta160,40
Sta160,Sta55,40
Sta90,Sta127,40
Sta127,Sta90,40
Sta7,Sta168,40
Sta168,Sta7,40
Sta117,Sta162,40
Sta162,Sta117,40
Sta82,Sta132,40
Sta132,Sta82,40
Sta135,Sta6,40
Sta6,Sta135,40
Sta66,Sta63,40
Sta63,Sta66,40
Sta54,Sta120,40
Sta120,Sta54,40
Sta130,Sta141,40
Sta141,Sta130,40
Sta76,Sta150,40
Sta150,Sta76,40
Sta123,Sta55,40
Sta55,Sta123,40
Sta122,Sta157,40
Sta157,Sta122,40
Sta25,Sta70,40
Sta70,Sta25,40
Sta30,Sta90,40
Sta90,Sta30,40
Sta36,Sta54,40
Sta54,Sta36,40
Sta41,Sta55,40
Sta55,Sta41,40
Sta66,Sta129,40
Sta129,Sta66,40
Sta80,Sta86,40
Sta86,Sta80,40
Sta12,Sta83,40
Sta83,Sta12,40
Sta108,Sta168,40
Sta168,Sta108,40
Sta91,Sta131,40
Sta131,Sta91,40
Sta146,Sta27,40
Sta27,Sta146,40
Sta85,Sta38,40
Sta38,Sta85,40
Sta20,Sta38,40
Sta38,Sta20,40
Sta87,Sta19,40
Sta19,Sta87,40
Sta98,Sta19,40
Sta19,Sta98,40
Sta20,Sta28,40
Sta28,Sta20,40
Sta100,Sta91,40
Sta91,Sta100,40
Sta67,Sta137,40
Sta137,Sta67,40
Sta118,Sta151,40
Sta151,Sta118,40
Sta89,Sta52,40
Sta52,Sta89,40
Sta73,Sta146,40
Sta146,Sta73,40
Sta130,Sta21,40
Sta21,Sta130,40
Sta154,Sta93,40
Sta93,Sta154,40
Sta2,Sta32,40
Sta32,Sta2,40
Sta98,Sta26,40
Sta26,Sta98,40
Sta39,Sta87,40
Sta87,Sta39,40
Sta46,Sta140,40
Sta140,Sta46,40
Sta44,Sta103,40
Sta103,Sta44,40
Sta9,Sta12,40
Sta12,Sta9,40
Sta82,Sta29,40
Sta29,Sta82,40
Sta40,Sta97,40
Sta97,Sta40,40
Sta114,Sta27,40
Sta27,Sta114,40
Sta138,Sta80,40
Sta80,Sta138,40
Sta14,Sta161,40
Sta161,Sta14,40
Sta12,Sta163,40
Sta163,Sta12,40
Sta25,Sta12,40
Sta12,Sta25,40
Sta142,Sta53,40
Sta53,Sta142,40
Sta91,Sta168,40
Sta168,Sta91,40
Sta154,Sta120,40
Sta120,Sta154,40
Sta15,Sta64,40
Sta64,Sta15,40
Sta48,Sta41,40
Sta41,Sta48,40
Sta108,Sta69,40
Sta69,Sta108,40
Sta142,Sta1,40
Sta1,Sta142,40
Sta105,Sta66,40
Sta66,Sta105,40
Sta29,Sta57,40
Sta57,Sta29,40
Sta90,Sta9,40
Sta9,Sta90,40
Sta77,Sta95,40
Sta95,Sta77,40
Sta133,Sta73,40
Sta73,Sta133,40
Sta17,Sta45,40
Sta45,Sta17,40
Sta122,Sta29,40
Sta29,Sta122,40
Sta134,Sta163,40
Sta163,Sta134,40
Sta16,Sta47,40
Sta47,Sta16,40
Sta46,Sta136,40
Sta136,Sta46,40
Sta44,Sta56,40
Sta56,Sta44,40
Sta113,Sta163,40
Sta163,Sta113,40
Sta86,Sta48,40
Sta48,Sta86,40
Sta56,Sta99,40
Sta99,Sta56,40
Sta77,Sta157,40
Sta157,Sta77,40
Sta37,Sta2,40
Sta2,Sta37,40
Sta143,Sta48,40
Sta48,Sta143,40
Sta82,Sta98,40
Sta98,Sta82,40
Sta137,Sta4,40
Sta4,Sta137,40
Sta162,Sta148,40
Sta148,Sta162,40
Sta142,Sta47,40
Sta47,Sta142,40
Sta131,Sta62,40
Sta62,Sta131,40
Sta134,Sta10,40
Sta10,Sta134,40
Sta78,Sta57,40
Sta57,Sta78,40
Sta168,Sta140,40
Sta140,Sta168,40
Sta14,Sta98,40
Sta98,Sta14,40
Sta2,Sta89,40
Sta89,Sta2,40
Sta23,Sta32,40
Sta32,Sta23,40
Sta1,Sta4,40
Sta4,Sta1,40
Sta29,Sta59,40
Sta59,Sta29,40
Sta12,Sta53,40
Sta53,Sta12,40
Sta34,Sta81,40
Sta81,Sta34,40
Sta84,Sta144,40
Sta144,Sta84,40
Sta133,Sta86,40
Sta86,Sta133,40
Sta123,Sta17,40
Sta17,Sta123,40
Sta101,Sta92,40
Sta92,Sta101,40
Sta98,Sta61,40
Sta61,Sta98,40
Sta30,Sta68,40
Sta68,Sta30,40
Sta94,Sta15,40
Sta15,Sta94,40
Sta37,Sta77,40
Sta77,Sta37,40
Sta126,Sta36,40
Sta36,Sta126,40
Sta144,Sta140,40
Sta140,Sta144,40
Sta62,Sta29,40
Sta29,Sta62,40
Sta50,Sta76,40
Sta76,Sta50,40
Sta25,Sta69,40
Sta69,Sta25,40
Sta70,Sta107,40
Sta107,Sta70,40
Sta57,Sta163,40
Sta163,Sta57,40
Sta137,Sta164,40
Sta164,Sta137,40
Sta84,Sta82,40
Sta82,Sta84,40
Sta35,Sta152,40
Sta152,Sta35,40
Sta80,Sta41,40
Sta41,Sta80,40
Sta122,Sta15,40
Sta15,Sta122,40
Sta35,Sta115,40
Sta115,Sta35,40
Sta94,Sta19,40
Sta19,Sta94,40
Sta122,Sta132,40
Sta132,Sta122,40
Sta161,Sta118,40
Sta118,Sta161,40
Sta92,Sta79,40
Sta79,Sta92,40
Sta7,Sta55,40
Sta55,Sta7,40
Sta31,Sta44,40
Sta44,Sta31,40
Sta67,Sta34,40
Sta34,Sta67,40
Sta158,Sta3,40
Sta3,Sta158,40
Sta162,Sta150,40
Sta150,Sta162,40
Sta32,Sta141,40
Sta141,Sta32,40
Sta137,Sta30,40
Sta30,Sta137,40
Sta46,Sta10,40
Sta10,Sta46,40
Sta9,Sta91,40
Sta91,Sta9,40
Sta33,Sta100,40
Sta100,Sta33,40
Sta69,Sta166,40
Sta166,Sta69,40
Sta138,Sta26,40
Sta26,Sta138,40
Sta113,Sta13,40
Sta13,Sta113,40
Sta15,Sta18,40
Sta18,Sta15,40
Sta105,Sta22,40
Sta22,Sta105,40
Sta127,Sta167,40
Sta167,Sta127,40
Sta55,Sta165,40
Sta165,Sta55,40
Sta167,Sta116,40
Sta116,Sta167,40
Sta108,Sta70,40
Sta70,Sta108,40
Sta165,Sta101,40
Sta101,Sta165,40
Sta164,Sta15,40
Sta15,Sta164,40
Sta95,Sta123,40
Sta123,Sta95,40
Sta143,Sta32,40
Sta32,Sta143,40
Sta48,Sta110,40
Sta110,Sta48,40
Sta67,Sta52,40
Sta52,Sta67,40
Sta140,Sta16,40
Sta16,Sta140,40
Sta57,Sta154,40
Sta154,Sta57,40
Sta71,Sta78,40
Sta78,Sta71,40
Sta70,Sta163,40
Sta163,Sta70,40
Sta91,Sta113,40
Sta113,Sta91,40
Sta72,Sta53,40
Sta53,Sta72,40
Sta123,Sta21,40
Sta21,Sta123,40
Sta20,Sta32,40
Sta32,Sta20,40
Sta163,Sta55,40
Sta55,Sta163,40
Sta47,Sta168,40
Sta168,Sta47,40
Sta62,Sta136,41
Sta136,Sta62,41
Sta150,Sta21,41
Sta21,Sta150,41
Sta136,Sta43,41
Sta43,Sta136,41
Sta32,Sta107,41
Sta107,Sta32,41
Sta80,Sta3,41
Sta3,Sta80,41
Sta108,Sta141,41
Sta141,Sta108,41
Sta153,Sta113,41
Sta113,Sta153,41
Sta45,Sta162,41
Sta162,Sta45,41
Sta118,Sta147,41
Sta147,Sta118,41
Sta168,Sta6,41
Sta6,Sta168,41
Sta113,Sta9,41
Sta9,Sta113,41
Sta12,Sta118,41
Sta118,Sta12,41
Sta123,Sta51,41
Sta51,Sta123,41
Sta150,Sta3,41
Sta3,Sta150,41
Sta37,Sta25,41
Sta25,Sta37,41
Sta64,Sta133,41
Sta133,Sta64,41
Sta35,Sta26,41
Sta26,Sta35,41
Sta165,Sta37,41
Sta37,Sta165,41
Sta66,Sta93,41
Sta93,Sta66,41
Sta17,Sta79,41
Sta79,Sta17,41
Sta107,Sta12,41
Sta12,Sta107,41
Sta4,Sta3,41
Sta3,Sta4,41
Sta134,Sta123,41
Sta123,Sta134,41
Sta93,Sta136,41
Sta136,Sta93,41
Sta85,Sta75,41
Sta75,Sta85,41
Sta12,Sta131,41
Sta131,Sta12,41
Sta75,Sta54,41
Sta54,Sta75,41
Sta120,Sta123,41
Sta123,Sta120,41
Sta42,Sta17,41
Sta17,Sta42,41
Sta39,Sta38,41
Sta38,Sta39,41
Sta31,Sta41,41
Sta41,Sta31,41
Sta38,Sta162,41
Sta162,Sta38,41
Sta8,Sta158,41
Sta158,Sta8,41
Sta162,Sta42,41
Sta42,Sta162,41
Sta76,Sta144,41
Sta144,Sta76,41
Sta131,Sta80,41
Sta80,Sta131,41
Sta44,Sta5,41
Sta5,Sta44,41
Sta152,Sta126,41
Sta126,Sta152,41
Sta44,Sta101,41
Sta101,Sta44,41
Sta38,Sta26,41
Sta26,Sta38,41
Sta12,Sta24,41
Sta24,Sta12,41
Sta75,Sta147,41
Sta147,Sta75,41
Sta54,Sta130,41
Sta130,Sta54,41
Sta119,Sta72,41
Sta72,Sta119,41
Sta83,Sta70,41
Sta70,Sta83,41
Sta141,Sta69,41
Sta69,Sta141,41
Sta17,Sta32,41
Sta32,Sta17,41
Sta111,Sta67,41
Sta67,Sta111,41
Sta66,Sta60,41
Sta60,Sta66,41
Sta157,Sta91,41
Sta91,Sta157,41
Sta1,Sta128,41
Sta128,Sta1,41
Sta76,Sta64,41
Sta64,Sta76,41
Sta82,Sta95,41
Sta95,Sta82,41
Sta129,Sta37,41
Sta37,Sta129,41
Sta74,Sta123,41
Sta123,Sta74,41
Sta100,Sta21,41
Sta21,Sta100,41
Sta157,Sta42,41
Sta42,Sta157,41
Sta90,Sta35,41
Sta35,Sta90,41
Sta64,Sta21,41
Sta21,Sta64,41
Sta56,Sta88,41
Sta88,Sta56,41
Sta4,Sta117,41
Sta117,Sta4,41
Sta85,Sta91,41
Sta91,Sta85,41
Sta106,Sta126,41
Sta126,Sta106,41
Sta29,Sta148,41
Sta148,Sta29,41
Sta88,Sta86,41
Sta86,Sta88,41
Sta72,Sta66,41
Sta66,Sta72,41
Sta154,Sta135,41
Sta135,Sta154,41
Sta1,Sta71,41
Sta71,Sta1,41
Sta79,Sta142,41
Sta142,Sta79,41
Sta91,Sta78,41
Sta78,Sta91,41
Sta64,Sta39,41
Sta39,Sta64,41
Sta78,Sta113,41
Sta113,Sta78,41
Sta122,Sta131,41
Sta131,Sta122,41
Sta35,Sta168,41
Sta168,Sta35,41
Sta114,Sta10,41
Sta10,Sta114,41
Sta139,Sta83,41
Sta83,Sta139,41
Sta73,Sta95,41
Sta95,Sta73,41
Sta65,Sta83,41
Sta83,Sta65,41
Sta30,Sta52,41
Sta52,Sta30,41
Sta79,Sta132,41
Sta132,Sta79,41
Sta157,Sta140,41
Sta140,Sta157,41
Sta57,Sta9,41
Sta9,Sta57,41
Sta31,Sta25,41
Sta25,Sta31,41
Sta130,Sta79,41
Sta79,Sta130,41
Sta60,Sta115,41
Sta115,Sta60,41
Sta126,Sta43,41
Sta43,Sta126,41
Sta123,Sta90,41
Sta90,Sta123,41
Sta64,Sta100,41
Sta100,Sta64,41
Sta132,Sta85,41
Sta85,Sta132,41
Sta114,Sta73,41
Sta73,Sta114,41
Sta103,Sta98,41
Sta98,Sta103,41
Sta22,Sta167,41
Sta167,Sta22,41
Sta117,Sta6,41
Sta6,Sta117,41
Sta118,Sta166,41
Sta166,Sta118,41
Sta86,Sta77,41
Sta77,Sta86,41
Sta4,Sta144,41
Sta144,Sta4,41
Sta39,Sta48,41
Sta48,Sta39,41
Sta7,Sta84,41
Sta84,Sta7,41
Sta61,Sta1,41
Sta1,Sta61,41
Sta2,Sta136,41
Sta136,Sta2,41
Sta85,Sta102,41
Sta102,Sta85,41
Sta101,Sta158,41
Sta158,Sta101,41
Sta10,Sta72,41
Sta72,Sta10,41
Sta13,Sta25,41
Sta25,Sta13,41
Sta157,Sta82,41
Sta82,Sta157,41
Sta159,Sta142,41
Sta142,Sta159,41
Sta34,Sta27,41
Sta27,Sta34,41
Sta101,Sta4,41
Sta4,Sta101,41
Sta159,Sta37,41
Sta37,Sta159,41
Sta103,Sta3,41
Sta3,Sta103,41
Sta1,Sta158,41
Sta158,Sta1,41
Sta38,Sta56,41
Sta56,Sta38,41
Sta6,Sta158,41
Sta158,Sta6,41
Sta53,Sta71,41
Sta71,Sta53,41
Sta87,Sta131,41
Sta131,Sta87,41
Sta36,Sta137,41
Sta137,Sta36,41
Sta144,Sta2,41
Sta2,Sta144,41
Sta90,Sta138,41
Sta138,Sta90,41
Sta75,Sta115,41
Sta115,Sta75,41
Sta90,Sta160,41
Sta160,Sta90,41
Sta133,Sta23,41
Sta23,Sta133,41
Sta47,Sta85,41
Sta85,Sta47,41
Sta84,Sta108,41
Sta108,Sta84,41
Sta156,Sta48,41
Sta48,Sta156,41
Sta160,Sta141,41
Sta141,Sta160,41
Sta133,Sta81,41
Sta81,Sta133,41
Sta54,Sta158,41
Sta158,Sta54,41
Sta37,Sta47,41
Sta47,Sta37,41
Sta76,Sta119,41
Sta119,Sta76,41
Sta75,Sta69,41
Sta69,Sta75,41
Sta37,Sta36,41
Sta36,Sta37,41
Sta19,Sta5,41
Sta5,Sta19,41
Sta6,Sta122,41
Sta122,Sta6,41
Sta44,Sta89,41
Sta89,Sta44,41
Sta13,Sta47,41
Sta47,Sta13,41
Sta48,Sta162,41
Sta162,Sta48,41
Sta80,Sta68,41
Sta68,Sta80,41
Sta102,Sta42,41
Sta42,Sta102,41
Sta2,Sta67,41
Sta67,Sta2,41
Sta95,Sta21,41
Sta21,Sta95,41
Sta52,Sta80,41
Sta80,Sta52,41
Sta158,Sta103,41
Sta103,Sta158,41
Sta91,Sta56,41
Sta56,Sta91,41
Sta50,Sta29,41
Sta29,Sta50,41
Sta13,Sta30,41
Sta30,Sta13,41
Sta55,Sta94,41
Sta94,Sta55,41
Sta6,Sta125,41
Sta125,Sta6,41
Sta113,Sta125,41
Sta125,Sta113,41
Sta57,Sta63,41
Sta63,Sta57,41
Sta122,Sta95,41
Sta95,Sta122,41
Sta94,Sta39,41
Sta39,Sta94,41
Sta73,Sta129,41
Sta129,Sta73,41
Sta59,Sta111,41
Sta111,Sta59,41
Sta62,Sta94,42
Sta94,Sta62,42
Sta27,Sta86,42
Sta86,Sta27,42
Sta21,Sta79,42
Sta79,Sta21,42
Sta18,Sta146,42
Sta146,Sta18,42
Sta32,Sta157,42
Sta157,Sta32,42
Sta84,Sta133,42
Sta133,Sta84,42
Sta122,Sta86,42
Sta86,Sta122,42
Sta95,Sta53,42
Sta53,Sta95,42
Sta31,Sta53,42
Sta53,Sta31,42
Sta107,Sta55,42
Sta55,Sta107,42
Sta2,Sta53,42
Sta53,Sta2,42
Sta141,Sta163,42
Sta163,Sta141,42
Sta73,Sta130,42
Sta130,Sta73,42
Sta103,Sta125,42
Sta125,Sta103,42
Sta1,Sta57,42
Sta57,Sta1,42
Sta5,Sta156,42
Sta156,Sta5,42
Sta114,Sta147,42
Sta147,Sta114,42
Sta78,Sta168,42
Sta168,Sta78,42
Sta30,Sta132,42
Sta132,Sta30,42
Sta134,Sta75,42
Sta75,Sta134,42
Sta43,Sta40,42
Sta40,Sta43,42
Sta38,Sta115,42
Sta115,Sta38,42
Sta4,Sta38,42
Sta38,Sta4,42
Sta4,Sta62,42
Sta62,Sta4,42
Sta52,Sta97,42
Sta97,Sta52,42
Sta140,Sta94,42
Sta94,Sta140,42
Sta92,Sta143,42
Sta143,Sta92,42
Sta146,Sta31,42
Sta31,Sta146,42
Sta23,Sta6,42
Sta6,Sta23,42
Sta40,Sta110,42
Sta110,Sta40,42
Sta124,Sta23,42
Sta23,Sta124,42
Sta50,Sta1,42
Sta1,Sta50,42
Sta77,Sta7,42
Sta7,Sta77,42
Sta38,Sta95,42
Sta95,Sta38,42
Sta24,Sta108,42
Sta108,Sta24,42
Sta39,Sta21,42
Sta21,Sta39,42
Sta53,Sta66,42
Sta66,Sta53,42
Sta16,Sta159,42
Sta159,Sta16,42
Sta22,Sta26,42
Sta26,Sta22,42
Sta27,Sta138,42
Sta138,Sta27,42
Sta77,Sta84,42
Sta84,Sta77,42
Sta71,Sta83,42
Sta83,Sta71,42
Sta122,Sta135,42
Sta135,Sta122,42
Sta57,Sta119,42
Sta119,Sta57,42
Sta158,Sta92,42
Sta92,Sta158,42
Sta107,Sta139,42
Sta139,Sta107,42
Sta71,Sta163,42
Sta163,Sta71,42
Sta163,Sta114,42
Sta114,Sta163,42
Sta56,Sta27,42
Sta27,Sta56,42
Sta159,Sta149,42
Sta149,Sta159,42
Sta126,Sta50,42
Sta50,Sta126,42
Sta75,Sta166,42
Sta166,Sta75,42
Sta58,Sta103,42
Sta103,Sta58,42
Sta125,Sta167,42
Sta167,Sta125,42
Sta66,Sta83,42
Sta83,Sta66,42
Sta76,Sta89,42
Sta89,Sta76,42
Sta75,Sta112,42
Sta112,Sta75,42
Sta123,Sta12,42
Sta12,Sta123,42
Sta144,Sta34,42
Sta34,Sta144,42
Sta17,Sta9,42
Sta9,Sta17,42
Sta86,Sta87,42
Sta87,Sta86,42
Sta14,Sta12,42
Sta12,Sta14,42
Sta77,Sta98,42
Sta98,Sta77,42
Sta54,Sta45,42
Sta45,Sta54,42
Sta90,Sta108,42
Sta108,Sta90,42
Sta144,Sta96,42
Sta96,Sta144,42
Sta132,Sta1,42
Sta1,Sta132,42
Sta114,Sta21,42
Sta21,Sta114,42
Sta38,Sta103,42
Sta103,Sta38,42
Sta40,Sta36,42
Sta36,Sta40,42
Sta40,Sta152,42
Sta152,Sta40,42
Sta39,Sta130,42
Sta130,Sta39,42
Sta72,Sta87,42
Sta87,Sta72,42
Sta154,Sta32,42
Sta32,Sta154,42
Sta6,Sta84,42
Sta84,Sta6,42
Sta146,Sta89,42
Sta89,Sta146,42
Sta96,Sta98,42
Sta98,Sta96,42
Sta48,Sta56,42
Sta56,Sta48,42
Sta47,Sta101,42
Sta101,Sta47,42
Sta157,Sta35,42
Sta35,Sta157,42
Sta30,Sta34,42
Sta34,Sta30,42
Sta41,Sta4,42
Sta4,Sta41,42
Sta103,Sta101,42
Sta101,Sta103,42
Sta123,Sta70,42
Sta70,Sta123,42
Sta40,Sta165,42
Sta165,Sta40,42
Sta160,Sta20,42
Sta20,Sta160,42
Sta70,Sta92,42
Sta92,Sta70,42
Sta37,Sta164,42
Sta164,Sta37,42
Sta97,Sta41,42
Sta41,Sta97,42
Sta133,Sta167,42
Sta167,Sta133,42
Sta154,Sta161,42
Sta161,Sta154,42
Sta113,Sta123,42
Sta123,Sta113,42
Sta129,Sta128,42
Sta128,Sta129,42
Sta25,Sta66,42
Sta66,Sta25,42
Sta18,Sta105,42
Sta105,Sta18,42
Sta31,Sta123,42
Sta123,Sta31,42
Sta70,Sta9,42
Sta9,Sta70,42
Sta159,Sta139,42
Sta139,Sta159,42
Sta151,Sta97,42
Sta97,Sta151,42
Sta78,Sta111,42
Sta111,Sta78,42
Sta59,Sta129,42
Sta129,Sta59,42
Sta25,Sta16,42
Sta16,Sta25,42
Sta45,Sta31,42
Sta31,Sta45,42
Sta82,Sta5,42
Sta5,Sta82,42
Sta130,Sta100,42
Sta100,Sta130,42
Sta143,Sta144,42
Sta144,Sta143,42
